"","source","intervention","date","domestic","group"
"5355","The Arab American News","post",2004-05-15,"Domestic","Arab Americans"
"5356","India Abroad","post",2004-05-21,"International","Indian Americans"
"5357","The Arab American News","post",2004-05-15,"Domestic","Arab Americans"
"5358","News India - Times","post",2004-05-14,"Domestic","Indian Americans"
"5359","India Abroad","post",2004-05-14,"Domestic","Indian Americans"
"5360","India Abroad","post",2004-05-14,"International","Indian Americans"
"5361","The Arab American News","post",2004-10-16,"Domestic","Arab Americans"
"5362","News India - Times","post",2004-10-15,"Domestic","Indian Americans"
"5363","News India - Times","post",2004-10-15,"Domestic","Indian Americans"
"5364","India Abroad","post",2004-10-15,"Domestic","Indian Americans"
"5365","India Abroad","post",2004-10-15,"International","Indian Americans"
"5366","India Abroad","post",2004-10-15,"Domestic","Indian Americans"
"5367","India Abroad","post",2004-10-15,"Domestic","Indian Americans"
"5368","India Abroad","post",2004-10-15,"Domestic","Indian Americans"
"5369","The Arab American News","post",2004-10-09,"Domestic","Arab Americans"
"5370","News India - Times","post",2004-10-08,"Domestic","Indian Americans"
"5371","News India - Times","post",2004-10-08,"Domestic","Indian Americans"
"5372","News India - Times","post",2004-10-08,"Domestic","Indian Americans"
"5373","News India - Times","post",2004-10-08,"Domestic","Indian Americans"
"5374","News India - Times","post",2004-10-08,"Domestic","Indian Americans"
"5375","India Abroad","post",2004-10-08,"International","Indian Americans"
"5376","India Abroad","post",2004-10-08,"Domestic","Indian Americans"
"5377","India Abroad","post",2004-10-08,"International","Indian Americans"
"5378","The Arab American News","post",2004-10-02,"Domestic","Arab Americans"
"5379","The Arab American News","post",2004-10-02,"Domestic","Arab Americans"
"5380","The Arab American News","post",2004-10-02,"Domestic","Arab Americans"
"5381","The Arab American News","post",2004-10-02,"Domestic","Arab Americans"
"5382","The Arab American News","post",2004-10-02,"Domestic","Arab Americans"
"5383","News India - Times","post",2004-10-01,"Domestic","Indian Americans"
"5384","News India - Times","post",2004-10-01,"Domestic","Indian Americans"
"5385","News India - Times","post",2004-10-01,"Domestic","Indian Americans"
"5386","India - West","post",2004-10-01,"Domestic","Indian Americans"
"5387","India Abroad","post",2004-10-01,"International","Indian Americans"
"5388","India Abroad","post",2004-10-01,"International","Indian Americans"
"5389","The Arab American News","post",2004-09-25,"Domestic","Arab Americans"
"5390","The Arab American News","post",2004-09-25,"Domestic","Arab Americans"
"5391","The Arab American News","post",2004-09-25,"Domestic","Arab Americans"
"5392","The Arab American News","post",2004-09-25,"Domestic","Arab Americans"
"5393","News India - Times","post",2004-09-24,"Domestic","Indian Americans"
"5394","News India - Times","post",2004-09-24,"International","Indian Americans"
"5395","India Abroad","post",2004-09-24,"International","Indian Americans"
"5396","India Abroad","post",2004-09-24,"International","Indian Americans"
"5397","India Abroad","post",2004-09-24,"International","Indian Americans"
"5398","India Abroad","post",2004-09-24,"Domestic","Indian Americans"
"5399","The Arab American News","post",2004-09-18,"Domestic","Arab Americans"
"5400","The Arab American News","post",2004-09-18,"Domestic","Arab Americans"
"5401","News India - Times","post",2004-09-17,"International","Indian Americans"
"5402","India - West","post",2004-09-17,"Domestic","Indian Americans"
"5403","India Abroad","post",2004-09-17,"International","Indian Americans"
"5404","News India - Times","post",2004-09-10,"Domestic","Indian Americans"
"5405","India Abroad","post",2004-09-10,"International","Indian Americans"
"5406","India Abroad","post",2004-09-10,"International","Indian Americans"
"5407","India Abroad","post",2004-09-10,"International","Indian Americans"
"5408","India Abroad","post",2004-09-10,"Domestic","Indian Americans"
"5409","News India - Times","post",2004-09-03,"Domestic","Indian Americans"
"5410","News India - Times","post",2004-09-03,"Domestic","Indian Americans"
"5411","India - West","post",2004-09-03,"Domestic","Indian Americans"
"5412","India Abroad","post",2004-09-03,"International","Indian Americans"
"5413","India Abroad","post",2004-09-03,"Domestic","Indian Americans"
"5414","India Abroad","post",2004-09-03,"International","Indian Americans"
"5415","India Abroad","post",2004-09-03,"Domestic","Indian Americans"
"5416","India Abroad","post",2004-09-03,"International","Indian Americans"
"5417","News India - Times","post",2004-08-27,"Domestic","Indian Americans"
"5418","India Abroad","post",2004-08-27,"Domestic","Indian Americans"
"5419","India Abroad","post",2004-08-27,"International","Indian Americans"
"5420","The Arab American News","post",2004-08-21,"Domestic","Arab Americans"
"5421","India - West","post",2004-08-20,"Domestic","Indian Americans"
"5422","India Abroad","post",2004-08-20,"Domestic","Indian Americans"
"5423","India Abroad","post",2004-08-20,"Domestic","Indian Americans"
"5424","India Abroad","post",2004-08-20,"Domestic","Indian Americans"
"5425","India Abroad","post",2004-08-20,"Domestic","Indian Americans"
"5426","India Abroad","post",2004-08-20,"International","Indian Americans"
"5427","India Abroad","post",2004-08-20,"Domestic","Indian Americans"
"5428","India Abroad","post",2004-08-20,"Domestic","Indian Americans"
"5429","The Arab American News","post",2004-08-14,"Domestic","Arab Americans"
"5430","The Arab American News","post",2004-08-14,"Domestic","Arab Americans"
"5431","The Arab American News","post",2004-08-14,"Domestic","Arab Americans"
"5432","News India - Times","post",2004-08-13,"Domestic","Indian Americans"
"5433","News India - Times","post",2004-08-13,"Domestic","Indian Americans"
"5434","News India - Times","post",2004-08-13,"Domestic","Indian Americans"
"5435","India Abroad","post",2004-08-13,"International","Indian Americans"
"5436","India Abroad","post",2004-08-13,"Domestic","Indian Americans"
"5437","India Abroad","post",2004-08-13,"International","Indian Americans"
"5438","India Abroad","post",2004-08-13,"International","Indian Americans"
"5439","India Abroad","post",2004-08-13,"International","Indian Americans"
"5440","The Arab American News","post",2004-08-07,"Domestic","Arab Americans"
"5441","The Arab American News","post",2004-08-07,"Domestic","Arab Americans"
"5442","The Arab American News","post",2004-08-07,"Domestic","Arab Americans"
"5443","News India - Times","post",2004-08-06,"Domestic","Indian Americans"
"5444","News India - Times","post",2004-08-06,"Domestic","Indian Americans"
"5445","News India - Times","post",2004-08-06,"Domestic","Indian Americans"
"5446","News India - Times","post",2004-08-06,"Domestic","Indian Americans"
"5447","India Abroad","post",2004-08-06,"International","Indian Americans"
"5448","India - West","pre",1999-07-16,"International","Indian Americans"
"5449","India Abroad","pre",1999-07-16,"International","Indian Americans"
"5450","India Abroad","pre",1999-07-16,"International","Indian Americans"
"5451","India Abroad","pre",1999-07-16,"International","Indian Americans"
"5452","India Abroad","pre",1999-07-16,"International","Indian Americans"
"5453","India Abroad","pre",1999-07-16,"Domestic","Indian Americans"
"5454","The Arab American News","pre",1999-07-09,"Domestic","Arab Americans"
"5455","India Abroad","pre",1999-07-09,"Domestic","Indian Americans"
"5456","India Abroad","pre",1999-07-09,"International","Indian Americans"
"5457","India Abroad","pre",1999-06-25,"International","Indian Americans"
"5458","India Abroad","pre",1999-06-25,"Domestic","Indian Americans"
"5459","India - West","pre",1999-06-18,"Domestic","Indian Americans"
"5460","India Abroad","pre",1999-06-18,"International","Indian Americans"
"5461","India Abroad","pre",1999-06-18,"Domestic","Indian Americans"
"5462","The Arab American News","pre",1999-06-11,"International","Arab Americans"
"5463","The Arab American News","pre",1999-06-11,"Domestic","Arab Americans"
"5464","India Abroad","pre",1999-06-11,"International","Indian Americans"
"5465","India Abroad","pre",1999-06-11,"International","Indian Americans"
"5466","India Abroad","pre",1999-06-11,"International","Indian Americans"
"5467","India - West","pre",1999-06-04,"International","Indian Americans"
"5468","India - West","pre",1999-06-04,"Domestic","Indian Americans"
"5469","India Abroad","pre",1999-06-04,"International","Indian Americans"
"5470","India Abroad","pre",1999-06-04,"International","Indian Americans"
"5471","The Arab American News","pre",1999-05-28,"Domestic","Arab Americans"
"5472","India Abroad","pre",1999-05-28,"International","Indian Americans"
"5473","India Abroad","pre",1999-05-28,"International","Indian Americans"
"5474","News India - Times","pre",1999-05-21,"International","Indian Americans"
"5475","India Abroad","pre",1999-05-21,"International","Indian Americans"
"5476","India Abroad","pre",1999-05-21,"International","Indian Americans"
"5477","India Abroad","pre",1999-05-21,"International","Indian Americans"
"5478","News India - Times","pre",1999-05-14,"Domestic","Indian Americans"
"5479","News India - Times","pre",1999-05-14,"Domestic","Indian Americans"
"5480","The Arab American News","pre",1999-05-14,"Domestic","Arab Americans"
"5481","The Arab American News","pre",1999-05-14,"International","Arab Americans"
"5482","News India - Times","pre",1999-05-07,"International","Indian Americans"
"5483","India Abroad","pre",1999-05-07,"Domestic","Indian Americans"
"5484","India Abroad","pre",1999-05-07,"International","Indian Americans"
"5485","India Abroad","pre",1999-05-07,"Domestic","Indian Americans"
"5486","India Abroad","pre",1999-05-07,"International","Indian Americans"
"5487","News India - Times","pre",1999-04-30,"Domestic","Indian Americans"
"5488","News India - Times","pre",1999-04-30,"Domestic","Indian Americans"
"5489","News India - Times","pre",1999-04-30,"International","Indian Americans"
"5490","The Arab American News","pre",1999-04-30,"International","Arab Americans"
"5491","India Abroad","pre",1999-04-30,"International","Indian Americans"
"5492","India Abroad","pre",1999-04-30,"International","Indian Americans"
"5493","India Abroad","pre",1999-04-30,"International","Indian Americans"
"5494","India Abroad","pre",1999-04-30,"International","Indian Americans"
"5495","News India - Times","pre",1999-04-23,"International","Indian Americans"
"5496","News India - Times","pre",1999-04-23,"International","Indian Americans"
"5497","India Abroad","pre",1999-04-23,"International","Indian Americans"
"5498","India Abroad","pre",1999-04-23,"International","Indian Americans"
"5499","India Abroad","pre",1999-04-23,"International","Indian Americans"
"5500","News India - Times","pre",1999-04-16,"Domestic","Indian Americans"
"5501","India - West","pre",1999-04-16,"International","Indian Americans"
"5502","India Abroad","pre",1999-04-16,"Domestic","Indian Americans"
"5503","India Abroad","pre",1999-04-16,"International","Indian Americans"
"5504","News India - Times","pre",1999-04-09,"International","Indian Americans"
"5505","India - West","pre",1999-04-09,"Domestic","Indian Americans"
"5506","India Abroad","pre",1999-04-09,"International","Indian Americans"
"5507","India Abroad","pre",1999-04-09,"International","Indian Americans"
"5508","News India - Times","pre",1999-04-02,"International","Indian Americans"
"5509","News India - Times","pre",1999-04-02,"International","Indian Americans"
"5510","News India - Times","pre",1999-04-02,"Domestic","Indian Americans"
"5511","News India - Times","pre",1999-04-02,"International","Indian Americans"
"5512","India - West","pre",1999-04-02,"Domestic","Indian Americans"
"5513","India - West","pre",1999-04-02,"Domestic","Indian Americans"
"5514","India Abroad","pre",1999-04-02,"Domestic","Indian Americans"
"5515","India Abroad","pre",1999-04-02,"International","Indian Americans"
"5516","India Abroad","pre",1999-04-02,"International","Indian Americans"
"5517","News India - Times","pre",1999-03-26,"International","Indian Americans"
"5518","News India - Times","pre",1999-03-26,"International","Indian Americans"
"5519","The Arab American News","pre",1999-03-26,"Domestic","Arab Americans"
"5520","News India - Times","pre",1999-03-19,"Domestic","Indian Americans"
"5521","India Abroad","pre",1999-03-19,"International","Indian Americans"
"5522","India Abroad","pre",1999-03-19,"International","Indian Americans"
"5523","The Arab American News","pre",1999-03-19,"Domestic","Arab Americans"
